first_name,last_name,credit_card,transaction_amount,purchase_date
Faunie,Mackin,5108750937181022,$330.55,2022-11-09
Charity,Santer,5108751572396537,$296.61,2022-08-10
Garv,Mallows,5108750286609029,$130.73,2022-04-07
Joyann,Campsall,5048373458067836,$51.81,2022-02-10
Ame,Cobbold,5048373537089561,$305.91,2022-03-16
Maurise,Bonevant,5108750311598957,$276.76,2022-02-03
Johann,Enric,5108758746562464,$78.30,2022-04-19
Laurens,Spoole,5048373553520614,$489.91,2022-04-22
Sean,Dunkinson,5108755820923315,$453.99,2022-09-28
Raffaello,Rowbottom,5108759522790733,$382.85,2022-07-19
Kyle,Rendell,5108751188371189,$137.77,2022-03-07
Arlyn,Caple,5048372596492807,$69.98,2022-09-15
Electra,MacGiany,5048376059382629,$420.13,2022-06-17
Hally,Matteacci,5048371409987623,$336.08,2022-06-22
Odey,Calderon,5108757435245886,$460.67,2022-06-03
Ole,Eskriet,5108757158990080,$288.34,2022-12-03
Nevins,Gedney,5048372765141656,$218.15,2022-08-19
Keven,Jon,5108751475883037,$11.75,2022-07-14
Lari,Tetley,5108757284164576,$309.38,2022-11-06
Willard,Cossentine,5108751774486615,$358.50,2022-09-28
Niels,Kuhne,5108751199314517,$468.89,2022-07-04
Gisella,Sapshed,5108755983171827,$352.29,2022-07-16
Audre,Camings,5108753815710748,$384.28,2022-01-26
Adelaide,Pear,5108753116444625,$428.52,2022-08-27
Marinna,Tonry,5048377633872374,$221.73,2022-12-25
Toddie,Itzkovici,5108753993451909,$86.06,2022-03-05
Marcelia,Adamson,5108750510086788,$343.63,2022-03-10
Isadore,Peatheyjohns,5048377190930136,$259.10,2022-12-30
Silva,Trodd,5048370466213766,$51.61,2022-12-25
Wendeline,France,5108756382783295,$31.37,2022-11-29
Charlean,Howles,5108753638342257,$438.18,2022-04-09
Gay,Moores,5108758690978872,$387.29,2022-06-10
Johnette,Obin,5108750289091217,$174.42,2022-09-05
Petra,Ceresa,5108750451287429,$321.39,2022-09-21
Elsinore,Davenhall,5108754644084818,$275.84,2022-05-07
Chantal,Bodicum,5108753018289482,$126.75,2022-09-26
Malina,Shea,5108752809534742,$257.25,2022-07-31
Sydney,Blazevic,5108751904593868,$328.28,2022-08-12
Ingram,Gelsthorpe,5108755421284703,$122.30,2022-03-15
Cynde,Drinnan,5048376175445557,$145.71,2022-05-21
Hardy,Watkin,5108759382611672,$116.98,2022-03-19
Ilka,Forsdike,5108753039409051,$168.65,2022-04-12
Rockie,Di Carli,5108759820753722,$486.69,2022-10-14
Ezri,Ninnis,5048370566033205,$452.86,2022-05-11
Margarette,Hebard,5108756931552670,$28.54,2022-01-24
Ellynn,Willson,5108751510986563,$97.15,2022-02-14
Christiano,Kibby,5108752313072007,$83.16,2022-05-13
